,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_cat
653,248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,605463,West Village,Manhattan,West Village,40.73066,-74.00287,Entire home/apt,700,3,131,2019-06-24,1.4,4,296,5
654,249414,Large & bright 900ft² 1br in WV,1306587,Andy,Manhattan,West Village,40.73291,-74.00059,Entire home/apt,246,4,6,2017-06-28,0.16,1,0,4
655,249618,At a very nice area in the WestSide,1307773,Karina,Manhattan,Washington Heights,40.85099,-73.92822,Private room,125,60,4,2015-07-03,0.06,1,364,3
656,249867,HANCOCK VERY SMALL ROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918000000001,Private room,100,1,7,2018-10-07,0.08,4,281,3
657,250259,Pre-War Williamsburg Loft,1311398,Ben,Brooklyn,Williamsburg,40.7184,-73.96019,Entire home/apt,295,5,125,2019-07-07,3.04,1,0,4
659,250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,Manhattan,Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49,2014-12-03,0.58,1,0,3
660,250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2017-09-25,0.12,2,365,3
662,250801, Heart & Soul of Greenwich Village ,1314834,Rhona,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,3,107,2019-05-23,1.15,1,249,5
663,251262,Prime Williamsburg Loft off Bedford,1278802,Anne,Brooklyn,Williamsburg,40.71628,-73.95737,Private room,129,2,241,2019-06-29,2.6,1,303,3
664,251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.785579999999996,-73.9726,Private room,140,1,176,2019-06-29,1.89,1,300,3
665,252076,+Highly Satisfactory LES dwelling++,297769,Tunji,Manhattan,Chinatown,40.7146,-73.991,Private room,115,4,151,2019-06-16,1.63,2,323,3
666,252607,Whole apartment / 2 bedroom in NYC,1325961,Chris,Manhattan,East Harlem,40.79493,-73.94462,Entire home/apt,200,3,49,2018-08-09,0.53,2,0,4
667,253332,"Spacious, modern loft in awesome neighborhood",552343,Cynthia,Brooklyn,Sunset Park,40.6623,-73.99049000000001,Entire home/apt,96,120,13,2018-09-01,0.14,1,204,2
668,253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95284000000001,Entire home/apt,199,3,33,2019-06-24,0.47,28,60,3
669,253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73641,-73.9533,Entire home/apt,199,3,24,2018-11-06,0.32,28,84,3
670,253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73794,-73.95254,Entire home/apt,199,3,59,2019-06-24,0.66,28,60,3
671,253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,Brooklyn,Brighton Beach,40.58147,-73.96726,Private room,69,1,2,2015-06-25,0.04,1,303,2
672,253590,Large 1 Bedroom furnished on UWS,1331850,G,Manhattan,Upper West Side,40.797709999999995,-73.96323000000001,Entire home/apt,185,2,16,2019-06-28,0.23,1,261,3
673,253623,Chez Carine - Privacy in Manhattan,1332108,Cici,Manhattan,Harlem,40.81512,-73.94691999999999,Private room,81,2,72,2018-11-26,0.77,1,0,2
674,253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7373,-73.95323,Entire home/apt,199,3,24,2019-04-25,0.26,28,60,3
675,253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73708,-73.95271,Entire home/apt,199,3,23,2019-06-22,0.26,28,60,3
676,253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73652,-73.95236,Entire home/apt,199,3,43,2019-07-02,0.47,28,60,3
677,253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95316,Entire home/apt,199,3,30,2019-07-03,0.32,28,56,3
678,253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.737840000000006,-73.95324000000001,Entire home/apt,199,3,39,2019-06-29,0.44,28,84,3
679,253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.736740000000005,-73.95246999999999,Private room,349,3,8,2018-07-26,0.09,28,58,5
680,253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.737829999999995,-73.95259,Private room,249,3,3,2015-11-03,0.03,28,60,4
681,253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.737140000000004,-73.95296,Private room,299,3,6,2018-04-19,0.1,28,60,4
682,253846,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73731,-73.9545,Private room,179,3,4,2015-12-04,0.05,28,81,3
683,254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,Queens,Jackson Heights,40.74965,-73.89344,Private room,54,5,56,2019-07-06,0.66,3,365,2
684,254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73793,-73.95316,Private room,599,3,7,2018-11-16,0.08,28,60,5
685,254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,Brooklyn,Clinton Hill,40.68197,-73.96549,Entire home/apt,110,1,2,2014-01-13,0.03,1,0,3
686,255024,"3BR, 2 bathroom condo in Bushwick",1340007,Roger,Brooklyn,Bushwick,40.702709999999996,-73.91566,Entire home/apt,220,2,178,2019-06-24,2.69,1,297,4
687,255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,Bree,Brooklyn,Williamsburg,40.7116,-73.9529,Private room,89,30,30,2019-05-31,0.8,1,91,2
688,255601,Cozy 2 Bedroom 20 Min from City,1343630,Antonio,Brooklyn,Bedford-Stuyvesant,40.692409999999995,-73.94885,Entire home/apt,170,2,190,2019-06-23,2.04,1,315,3
689,255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,Manhattan,Nolita,40.720040000000004,-73.99424,Entire home/apt,495,7,25,2019-06-30,0.27,2,338,5
690,256078,"Entire apt NYC, Queens. 15 min from Times Square.",1346437,Cristina,Queens,Sunnyside,40.74511,-73.92398,Entire home/apt,80,10,81,2019-05-31,0.98,2,40,2
691,256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,Manhattan,Chelsea,40.74599,-74.00253000000001,Entire home/apt,760,2,7,2019-06-22,0.08,1,361,5
692,256369,Alchemy BnB - room in artist loft,1348494,Pamela,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2019-07-01,2.31,1,288,2
693,257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,Brooklyn,Bedford-Stuyvesant,40.68226,-73.95473,Entire home/apt,125,30,31,2019-01-28,0.33,1,218,3
694,257568,Zen Den (Airport Pickup: JFK & LGA),1123923,Adolfo,Brooklyn,Cypress Hills,40.67855,-73.8896,Private room,48,90,53,2017-08-12,0.57,2,1,1
695,257787,Heart of Williamsburg. Brand New.,1356046,Daniel,Brooklyn,Williamsburg,40.714079999999996,-73.9489,Private room,64,3,247,2019-06-21,2.65,2,117,2
696,258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,Brooklyn,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,3,233,2019-04-10,2.5,1,0,3
697,258397,Guest Apartment in Owner Occupied Home,1354758,Annie,Brooklyn,Park Slope,40.673790000000004,-73.98454,Entire home/apt,139,3,135,2019-06-24,1.45,1,204,3
698,258686,My Home Is Your Home,1233267,Kim,Queens,St. Albans,40.70554,-73.76637,Private room,75,4,20,2015-12-30,0.23,1,0,2
699,258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,Manhattan,West Village,40.74031,-74.00532,Entire home/apt,325,4,46,2019-06-02,0.5,1,20,5
700,258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,40.746179999999995,-74.00392,Entire home/apt,195,365,10,2014-10-26,0.12,1,0,3
701,258740,Spacious room in beautiful apt! ,1360043,Adrienne,Manhattan,Harlem,40.81872,-73.94566999999999,Private room,58,1,143,2018-06-30,2.83,1,0,2
702,258838,"Oceanview,close to Manhattan",1360198,Marina,Staten Island,Arrochar,40.59251,-74.06479,Entire home/apt,250,2,21,2019-05-22,0.26,4,333,4
704,259946,"Budget stay, near transportation",1360198,Marina,Staten Island,Arrochar,40.592620000000004,-74.06659,Entire home/apt,125,2,8,2019-05-19,0.09,4,353,3
705,260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,Brooklyn,Fort Greene,40.69142,-73.97203,Entire home/apt,70,7,4,2017-08-28,0.05,2,0,2
706,260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,Manhattan,Upper East Side,40.76928,-73.95021,Entire home/apt,189,2,314,2019-07-01,3.45,2,206,3
707,261194,Cozy Artist Duplex **Bedstuy Charm**,696482,Christine,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,3,18,2019-06-18,0.25,1,1,3
708,261259,Apartment in Best location in NYC,1370358,Keiko,Manhattan,West Village,40.72953,-74.00461999999999,Entire home/apt,145,7,11,2015-05-27,0.12,1,0,3
709,261344,Inspired in Historic Downtown NYC!,568103,Liah,Manhattan,Financial District,40.70523,-74.01345,Private room,101,7,51,2019-06-02,0.55,1,307,3
710,261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,2017-04-01,0.33,1,0,2
711,261781,1500+ sq ft 2BR West Village Loft,1359519,Nadya,Manhattan,West Village,40.733779999999996,-74.00429,Entire home/apt,375,7,8,2017-12-30,0.12,1,0,5
712,262343,Cozy & Clean Lower East Side Apt.,1376385,Lauren,Manhattan,Lower East Side,40.72087,-73.99022,Entire home/apt,153,31,59,2019-06-06,0.63,1,27,3
713,262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,92,4,54,2019-06-24,0.62,1,27,2
714,262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,10,2018-12-31,0.46,1,348,2
715,262583,Landmark 2 Bedroom West Village NYC,605463,West Village,Manhattan,West Village,40.73312,-74.0042,Entire home/apt,300,4,153,2019-06-25,1.66,4,246,5
716,263005,2 bedroom apt in charming brick townhouse,1380060,Marisa And Colin,Brooklyn,Fort Greene,40.69778,-73.97676,Entire home/apt,145,3,110,2019-06-02,1.2,1,15,3
717,263190,Room in East Village with Private Entrance,1020539,Dominique,Manhattan,East Village,40.72534,-73.98591,Private room,88,2,69,2019-01-01,0.91,2,0,2
718,263232,Cozy&Clean in a great neighborhood,1381171,Nicole,Manhattan,Harlem,40.821509999999996,-73.94516,Entire home/apt,155,1,1,2019-01-27,0.18,1,5,3
719,263502,Prime Williamsburg 1/BD New Condo,1382749,Shaun,Brooklyn,Williamsburg,40.72059,-73.9567,Entire home/apt,185,180,24,2015-08-19,0.26,1,0,3
720,263776,City Skyline Views from every room!,1384111,Joanne,Queens,Sunnyside,40.74558,-73.92324,Private room,73,2,95,2019-01-02,1.02,2,0,2
721,263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,225,2,129,2019-04-28,1.41,1,107,4
722,264323,Comfortable Manhattanville,305972,Allan,Manhattan,Morningside Heights,40.81055,-73.95549,Private room,85,7,171,2019-03-31,1.84,2,144,2
723,265036,Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98,2
724,265064,Zen Eyrie –Airport Pick-Up: JFK/LGA,1123923,Adolfo,Brooklyn,Cypress Hills,40.67962,-73.88928,Private room,48,90,17,2017-05-03,0.27,2,0,1
725,265145,Studio sublet in Hell's kitchen,1390947,Akiko,Manhattan,Theater District,40.762170000000005,-73.98411,Entire home/apt,200,5,8,2015-01-08,0.09,1,0,4
726,265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,Manhattan,Upper East Side,40.76128,-73.96463,Entire home/apt,485,7,11,2015-11-01,0.12,1,0,5
727,265831,Bright unique designer loft in Soho,1394190,Jen,Manhattan,Nolita,40.72313,-73.99438,Entire home/apt,310,5,5,2018-07-05,0.09,1,89,5
729,266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,109,30,36,2019-03-19,0.39,5,286,3
730,266155,One bed suite with private garden,1385157,Brian,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,167,30,16,2019-03-31,0.17,5,252,3
731,266351,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,1396546,Elena,Brooklyn,Fort Greene,40.68737,-73.97125,Entire home/apt,147,15,5,2018-07-12,0.12,1,189,3
733,266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,195,4,68,2019-06-03,0.77,1,271,3
734,266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,Manhattan,Little Italy,40.71905,-73.99677,Entire home/apt,199,28,89,2018-06-30,0.99,1,0,3
735,267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,Manhattan,Financial District,40.707409999999996,-74.00102,Private room,65,30,10,2019-06-24,1.02,1,0,2
736,267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,Queens,Rego Park,40.73349,-73.86009,Private room,55,1,38,2019-07-01,0.85,1,0,2
737,267535,Home Away From Home-Room in Bronx,1402951,Clara,Bronx,Wakefield,40.89557,-73.8447,Private room,50,2,15,2019-06-09,0.17,1,337,2
738,267652,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,2019-01-21,0.42,1,347,2
739,267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,Manhattan,East Harlem,40.791109999999996,-73.94466,Private room,99,3,25,2019-06-15,0.96,2,127,2
740,268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,Manhattan,Harlem,40.79951,-73.95257,Entire home/apt,130,2,35,2019-05-27,0.42,1,41,3
741,268481,Resort-like living in Williamsburg,1380703,Vishal,Brooklyn,Williamsburg,40.71647,-73.93974,Entire home/apt,290,30,1,2013-09-24,0.01,1,0,4
742,268868,Hudson Yards with views of The Highline Park,1408733,Sergio,Manhattan,Chelsea,40.75114,-74.00195,Entire home/apt,350,3,64,2019-06-02,0.7,1,18,5
743,269283,Brooklyn: A Huge Bedroom + Good Vibes,1410714,Antoinette,Brooklyn,Crown Heights,40.66431,-73.93216,Private room,50,3,26,2019-02-16,0.33,1,158,2
744,269889,One stop from Midtown Manhattan!,1413098,M,Queens,Long Island City,40.74579,-73.95012,Private room,96,2,244,2019-06-25,2.74,1,270,2
745,270139,"Private Room Very Near L train, Bushwick",1093220,Chavisa,Brooklyn,Bushwick,40.70278,-73.92673,Private room,45,15,21,2019-01-15,0.29,3,88,1
746,270231,Cozy New York  City private room,1366310,Janina,Queens,Woodside,40.74409,-73.91122,Private room,85,2,270,2019-07-07,2.95,2,306,2
747,270315,Bed-stuy Royal Room,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,Private room,34,10,16,2019-03-27,0.19,3,216,1
748,270345,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,Manhattan,East Village,40.724540000000005,-73.99150999999999,Entire home/apt,250,3,24,2019-06-27,0.26,1,16,4
749,270680,GREAP STUDIO / 4PPL IN MIDTOWN,1315849,Javier Pedraza,Brooklyn,Williamsburg,40.71073,-73.96207,Private room,190,1,30,2019-06-28,0.33,2,365,3
750,270681,BEDFORD AV.  ROOM IN WILLIAMSBURG..,1315849,Javier Pedraza,Brooklyn,Williamsburg,40.71028,-73.96128,Private room,75,2,5,2015-09-07,0.06,2,365,2
751,271083,Sleep & Wake near Botanical Gardens,1217923,Kevin,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,Entire home/apt,93,4,115,2019-06-12,1.25,1,312,2
752,271128,Tranquil in the heart of Brooklyn 2,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,Private room,60,5,9,2019-06-25,0.19,2,33,2
753,271130,Tranquil in the heart of Brooklyn 1,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95371999999999,Private room,65,5,45,2019-05-26,0.52,2,0,2
754,271694,"Easy, comfortable studio in Midtown",1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125,365,19,2015-09-08,0.21,1,365,3
755,271950,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,Manhattan,Upper East Side,40.763729999999995,-73.96897,Entire home/apt,300,3,5,2018-12-31,0.08,1,27,5
756,271954,Beautiful brownstone apartment,1423798,Aj,Manhattan,Greenwich Village,40.73388,-73.99452,Entire home/apt,150,2,203,2019-06-20,2.22,1,300,3
757,272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,Manhattan,Washington Heights,40.85774,-73.92900999999999,Entire home/apt,56,122,20,2018-01-02,0.41,1,216,2
758,272044,Luxury Designer Downtown Apartment,1195295,M,Manhattan,East Village,40.722570000000005,-73.98465,Entire home/apt,299,3,49,2018-10-27,0.53,1,365,4
759,272427,Spacious room on charming block in Greenpoint!,511993,Diana,Brooklyn,Greenpoint,40.72723,-73.95728000000001,Private room,60,4,6,2019-04-21,0.07,1,303,2
760,272706,"SUNNY, SPACIOUS APT. in  FT. GREENE",1402817,Valerie,Brooklyn,Fort Greene,40.69135,-73.97321,Entire home/apt,88,5,7,2017-06-18,0.08,1,0,2
761,272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,Brooklyn,Williamsburg,40.70513,-73.95505,Private room,60,2,35,2019-06-30,0.38,2,161,2
762,273190,6 Bedroom Landmark West Village Townhouse,605463,West Village,Manhattan,West Village,40.73301,-74.00268,Entire home/apt,1300,5,28,2018-09-25,0.31,4,297,5
764,274062,Beautiful Room Near Central Park!,1433395,Stacia,Manhattan,Harlem,40.80285,-73.95166,Private room,99,2,54,2019-06-24,0.88,1,50,2
765,274329,Fantastic 1-bedroom basement apt.,1434654,Andrew,Brooklyn,Bushwick,40.70642,-73.91665,Entire home/apt,110,3,115,2019-06-25,1.75,2,28,3
766,274376,"Private Clinton Hill, Brooklyn Apt",1434931,Aaron,Brooklyn,Clinton Hill,40.68156,-73.96537,Entire home/apt,135,5,6,2019-06-24,0.13,1,317,3
767,274743,Charming furnished Studio-Loft,1436404,Catherine,Manhattan,Upper East Side,40.77368,-73.95198,Entire home/apt,110,15,1,2014-08-31,0.02,1,275,3
768,275976,Lovely 2 bedroom apartment with backyard access,1417757,Kwab,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93701999999999,Entire home/apt,165,3,204,2019-06-30,2.31,1,80,3
769,276216,Nights in White Satin in the Slope,1440691,Dena,Brooklyn,Sunset Park,40.65992,-73.99042,Entire home/apt,127,180,1,2016-09-01,0.03,1,365,3
770,276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,Brooklyn,Prospect Heights,40.678470000000004,-73.97038,Entire home/apt,402,3,89,2019-06-23,0.97,1,340,5
771,276482,Comfortable Manhattanville.,305972,Allan,Manhattan,Harlem,40.81371,-73.95585,Private room,85,6,130,2019-06-02,1.42,2,97,2
772,277207,Beautiful lrg 1800's syle apt share,1447684,Rosa,Brooklyn,Greenpoint,40.72868,-73.95835,Private room,75,7,15,2019-06-08,0.25,3,365,2
773,277370,Location wins for East Village Apt,1448432,Jim,Manhattan,East Village,40.73168,-73.98662,Entire home/apt,139,30,52,2019-05-13,0.6,1,314,3
774,277883,Sunny Entire Apt with Romantic Bedroom,950657,Michelle,Brooklyn,Prospect-Lefferts Gardens,40.656890000000004,-73.9533,Entire home/apt,70,6,58,2017-12-29,0.63,1,0,2
775,278090,Furnished room for rent - Manhattan,1451723,Bia,Manhattan,East Harlem,40.7928,-73.93966999999999,Private room,50,3,208,2019-06-11,2.32,1,339,2
776,278145,Large Room in a Huge NY apartment.,1452026,Heidi,Queens,Astoria,40.77117,-73.91905,Private room,30,5,3,2017-06-20,0.03,1,0,1
777,278631,West Village NYC Sun-filled Studio!,1132207,Cathryne,Manhattan,West Village,40.73729,-74.00806999999999,Entire home/apt,250,30,7,2013-04-21,0.08,1,35,4
778,278876,"Large, furnished room in a 2 bedroom!",368528,Ally,Brooklyn,Crown Heights,40.66984,-73.95141,Private room,64,1,1,2017-03-18,0.04,1,0,2
779,279093,Huge Apartment!  Amazing View!,1455825,Erica,Manhattan,Harlem,40.82977,-73.94071,Entire home/apt,300,3,2,2018-04-10,0.06,1,365,5
780,279857,#1 Yellow Block BnB/see at Net Flix Show Stay Here,1420300,Gordy,Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489,Entire home/apt,800,4,122,2019-07-02,1.37,1,257,5
781,279969,Cozy Brownstone Inn I(studio),240427,Naimah,Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957,Entire home/apt,100,3,63,2019-06-18,0.72,2,5,3
782,280315,Crown Height's Brooklyn Cozy Apt,1151818,Gabrielle,Brooklyn,Crown Heights,40.67392,-73.94662,Entire home/apt,250,5,26,2014-10-31,0.28,1,0,4
783,281521,Amazing West Village 2br,70614,Vimal,Manhattan,West Village,40.73879,-74.00425,Entire home/apt,200,27,1,2012-10-02,0.01,1,0,4
784,281756,Authentic NY Charming Artist Loft,1468658,Barbara,Brooklyn,Greenpoint,40.73321,-73.95586999999999,Entire home/apt,140,5,14,2019-06-19,0.16,1,0,3
785,281851,Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,40.806709999999995,-73.95082,Private room,130,1,107,2019-06-25,2.38,1,304,3
786,282341,Kensington/Ditmas Park pied-a-terre,1471384,Dan,Brooklyn,Kensington,40.6433,-73.97386,Entire home/apt,90,30,3,2017-07-30,0.05,1,286,2
787,282443,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,Manhattan,Chinatown,40.71601,-73.99123,Entire home/apt,90,3,107,2019-05-18,1.17,1,0,2
788,282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,Dian,Brooklyn,Bedford-Stuyvesant,40.681059999999995,-73.9292,Private room,97,3,29,2019-06-25,1.57,1,118,2
789,282863,Cozy & Charming Boerum Hill Flat,322934,Kate,Brooklyn,Gowanus,40.681309999999996,-73.98879000000001,Entire home/apt,91,6,69,2019-06-21,0.76,1,265,2
790,282977,Park Slope Brooklyn!  Sunny Bedroom.,1474071,Diana,Brooklyn,Park Slope,40.67264,-73.98136,Private room,125,3,232,2019-07-06,2.52,1,303,3
792,283090,Spacious East Village Apartment,511175,Luis,Manhattan,East Village,40.7241,-73.97899,Entire home/apt,180,7,24,2018-08-10,0.26,2,125,3
794,283272,Stylish Garden House - Trendy area,524730,Oz,Brooklyn,Williamsburg,40.714220000000005,-73.9484,Entire home/apt,100,19,5,2016-08-03,0.06,2,6,3
795,283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,40.76001,-73.99133,Entire home/apt,175,3,10,2019-04-21,0.23,1,0,3
796,284208,Pre War Park Slope on Prospect Park,1366270,Louisa,Brooklyn,South Slope,40.66441,-73.97974,Private room,65,4,36,2018-11-12,0.47,2,80,2
797,284855,Charming Apt in the Best Location!,1482460,Dara,Manhattan,West Village,40.73362,-74.00923,Entire home/apt,240,5,94,2019-06-19,1.1,1,134,4
798,285442,Huge room with private balcony,1475866,Jesper,Manhattan,East Village,40.731190000000005,-73.98819,Private room,300,6,1,2013-05-06,0.01,1,0,5
799,285492,Amazing 1 bedroom apt with NYC View,1486034,Eric,Manhattan,Chelsea,40.74494,-73.9998,Entire home/apt,385,1,63,2018-08-03,0.71,1,364,5
800,285716,Great spacious room by the L train!,1487126,Anamaria,Brooklyn,Bushwick,40.69657,-73.9129,Private room,47,15,5,2013-09-11,0.06,1,0,1
801,286662,Charming Brooklyn Studio,1491538,Erika,Brooklyn,Crown Heights,40.67106,-73.95463000000001,Entire home/apt,110,3,238,2019-07-02,2.6,1,297,3
802,286838,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,40.80748,-73.95589,Private room,75,2,101,2015-10-31,1.1,1,0,2
803,287397,Bed Stuy Pride! Welcome to Brooklyn,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,40.68991,-73.93179,Entire home/apt,100,3,21,2019-06-24,0.23,3,43,3
804,287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,40.76147,-73.99152,Entire home/apt,165,2,72,2018-07-31,0.82,1,10,3
805,287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,40.681740000000005,-73.91920999999999,Entire home/apt,300,2,40,2019-06-23,0.68,1,0,5
806,287421,"Cozy, Clean Cobble Hill Brownstone",1495141,Keow,Brooklyn,Cobble Hill,40.68538,-74.00056,Entire home/apt,140,3,103,2017-08-01,1.13,1,189,3
807,287481,Bright Loft Apt w Skylight in Wburg,1495502,Olly,Brooklyn,Williamsburg,40.70839,-73.94289,Entire home/apt,120,6,66,2019-05-01,0.72,2,17,3
808,287839,"Cozy, beautiful doormen studio-",1498424,Hibo,Brooklyn,Fort Greene,40.69018,-73.98106999999999,Entire home/apt,175,3,35,2019-06-27,0.4,1,289,3
809,287845,Carroll Gardens Gem-2BD with Garden,1496847,Paul & Ewa,Brooklyn,Carroll Gardens,40.68128,-73.99521999999999,Entire home/apt,275,31,121,2019-07-01,1.33,1,305,4
810,289020,Sunny 1BR Center of East Village!,347036,Jasmine,Manhattan,East Village,40.72948,-73.98694,Entire home/apt,179,8,15,2018-08-29,0.19,1,0,3
811,289037,"2BR in Cobble Hill, Brooklyn, NY",632334,Michael,Brooklyn,Carroll Gardens,40.68353,-73.9914,Entire home/apt,189,2,13,2016-09-05,0.18,1,0,3
812,289288,Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,219,2,129,2019-05-11,1.42,1,220,4
813,289665,Decorators 5-Star Flat West Village,1503831,Elle,Manhattan,West Village,40.72891,-74.00293,Entire home/apt,450,20,157,2016-08-11,1.71,1,0,5
814,289703,Beautiful SoHo Luxury Apartment,815741,Geoff,Manhattan,SoHo,40.7253,-73.99916,Entire home/apt,249,5,8,2016-11-26,0.11,1,0,4
815,289958,2 Rooms in Cottage NYC,1454655,Ronaldo,Queens,Long Island City,40.75295,-73.93228,Private room,65,2,5,2014-09-09,0.06,1,362,2
816,289995,Zen Minimalist w/Garden- Bedford L Stop,1505217,Pia,Brooklyn,Greenpoint,40.71947,-73.95251999999999,Entire home/apt,250,4,46,2019-06-23,0.52,1,121,4
817,290457,Between Two Bridges 2BD -Whole Apt!,207124,Mikki & Bazi,Manhattan,Chinatown,40.71283,-73.99703000000001,Entire home/apt,139,30,37,2019-02-16,0.41,1,153,3
818,291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,Manhattan,Upper West Side,40.773379999999996,-73.98886999999999,Entire home/apt,209,7,14,2019-06-25,0.16,1,205,4
