,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_cat
324,79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Bliss,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,2019-04-20,0.3,1,156,5
325,79782,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",430188,Pam,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,2019-03-31,0.76,6,343,3
326,80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.723290000000006,-73.98486,Private room,71,2,182,2019-07-04,1.81,1,200,2
327,80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.737759999999994,-73.95326999999999,Private room,349,3,8,2016-03-27,0.09,28,60,5
328,80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,2019-05-24,0.07,28,60,5
329,80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,2018-09-25,0.51,2,189,3
330,81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,2011-05-12,0.02,28,60,4
331,82549,Columbia Castle in Brooklyn Heights,448312,Christopher,Brooklyn,Brooklyn Heights,40.6926,-73.99831999999999,Private room,100,3,66,2016-09-16,0.68,2,0,3
332,82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,2019-06-30,0.85,2,106,4
333,82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,2019-06-06,2.4,1,276,3
334,82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,2019-07-02,1.07,1,248,3
335,83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,Julian,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2019-06-10,2.27,1,194,2
336,83446,"Ft. Greene garden gem, large and convenient",454756,Leslie,Brooklyn,Fort Greene,40.688190000000006,-73.97258000000001,Entire home/apt,130,35,5,2018-09-03,0.05,1,135,3
337,83722,Williamsburg penthouse with private roof cabana,456638,Sophie,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,2018-08-26,0.11,1,30,3
338,83847,East Village Designer's 1-BR APT,410094,Yvette,Manhattan,East Village,40.724509999999995,-73.98094,Entire home/apt,225,2,33,2019-01-02,0.33,1,0,4
339,84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,2019-06-27,0.14,28,81,3
340,84059,So Much Room in Brooklyn,459054,Famous,Brooklyn,Crown Heights,40.675909999999995,-73.94715,Entire home/apt,150,5,5,2018-07-22,0.05,1,0,3
341,84659,Large Studio--Heart of East Village,462776,Kyle,Manhattan,East Village,40.728429999999996,-73.98895,Entire home/apt,139,1,388,2019-06-26,3.88,1,142,3
342,84905,Huge.Bright.Clean.Safe. Private Room,464506,Ange,Manhattan,Two Bridges,40.712709999999994,-73.99776,Private room,95,3,223,2019-06-23,2.22,2,60,2
343,85094,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,Alex,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,2019-01-14,0.11,5,179,2
344,86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,Manhattan,Lower East Side,40.71965,-73.98765999999999,Entire home/apt,150,2,151,2019-06-24,1.51,2,52,3
346,89621,"WONDERFUL, COMFORTABLE STUDIO",209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.680479999999996,-73.94911,Entire home/apt,90,3,218,2019-06-28,2.26,4,324,2
347,93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963000000001,Entire home/apt,120,2,75,2019-06-23,0.76,2,237,3
348,94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,Queens,Astoria,40.759609999999995,-73.91117,Private room,80,1,42,2019-07-06,1.21,2,365,2
350,94477,The Vernon On Greene,478395,Jason,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,2019-07-05,3.74,1,204,3
351,94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,2019-06-21,1.04,1,272,3
352,95747,Lovely 1BR in Tree-lined WBurg,509341,Tessa,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,2016-07-18,0.13,1,0,3
353,95883,Spacious Loft in Clinton Hill,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,2018-12-26,0.07,1,9,4
354,96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,Brooklyn,Clinton Hill,40.684129999999996,-73.96542,Private room,165,4,11,2019-06-07,0.11,3,365,3
355,98330,LOVELY APARTMENT IN THE HEART OF NY,31374,Shon,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,2012-01-03,0.01,3,181,3
356,98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,2018-06-11,0.19,1,189,3
357,99070,Comfortable Cozy Space in El Barrio,522065,Liz And Melissa,Manhattan,East Harlem,40.794059999999995,-73.94102,Shared room,65,7,131,2019-05-26,1.31,2,0,2
358,99085,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,522164,Wanda,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,2019-05-01,0.15,1,189,3
359,100002,"MANHATTAN Neat, Nice, Bright ROOM",523218,Giorgio,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,2019-06-17,1.37,1,296,2
361,100186,Large Brand New Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66918,-73.99186999999999,Entire home/apt,130,7,98,2019-06-28,0.99,1,35,3
362,101053,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,2019-03-01,0.31,1,0,3
363,102995,UWS Brownstone Near Central Park,178043,Chas,Manhattan,Upper West Side,40.785579999999996,-73.9696,Entire home/apt,212,21,45,2018-01-01,0.46,1,35,4
364,103161,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,465278,Ade,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,2019-06-26,1.76,1,359,3
365,103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.738609999999994,-73.95485,Private room,599,3,9,2018-05-19,0.09,28,60,5
366,103806,BOHEMIAN EAST VILLAGE 2 BED HAVEN,251176,Jason,Manhattan,East Village,40.725770000000004,-73.98745,Entire home/apt,249,5,166,2019-05-27,1.68,2,365,4
367,105469,Oceanfront Apartment in Rockaway,547386,Michelle,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,2015-09-21,0.13,1,335,2
368,105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,2019-01-05,0.16,5,282,3
369,106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.827729999999995,-73.95231,Private room,60,3,380,2019-06-26,3.83,2,247,2
370,106647,Tree lined block modern apartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,2019-06-16,0.87,1,102,3
371,107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,2019-06-20,2.53,3,274,3
372,107895,Riverside Charm with Fire Place,3088389,Kai,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,2019-06-19,0.56,1,201,3
373,110739,"Very Central, Nomad/Chelsea Loft Studio",568568,Driss,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,2019-07-03,0.57,1,98,3
374,112100,Sunny 3BR Apt Ideal for Family  ,572527,Marine,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,2013-01-01,0.03,1,157,3
375,112304,Cozy Private Room in West Harlem!,573316,Kelli,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,2016-01-02,0.02,1,0,2
376,112359,UES Quiet & Spacious 1 bdrm for 4,571952,Olivia,Manhattan,Upper East Side,40.784909999999996,-73.9508,Entire home/apt,225,2,56,2018-12-28,0.57,1,312,4
377,112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,40.69088,-73.97306999999999,Private room,95,2,163,2019-05-24,1.66,2,331,2
378,113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2019-06-21,2.51,2,275,2
379,113945,Cozy room in Time Square!,275582,Natalia,Manhattan,Hell's Kitchen,40.75835,-73.99193000000001,Private room,85,10,116,2019-05-11,1.17,1,174,2
380,114123,Large Park Slope Townhouse Duplex,579495,Susi,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,2019-05-19,0.28,2,223,3
381,114229,Lower East Side 2 Bedroom Apt,314941,Tony,Manhattan,Lower East Side,40.71895,-73.99434000000001,Entire home/apt,211,1,52,2019-06-08,0.6,3,361,4
382,114969,"Manhattan Studio, Perfect Location",582598,Andrey,Manhattan,Midtown,40.755790000000005,-73.96699,Entire home/apt,145,6,39,2018-09-24,0.4,1,0,3
383,115535,Sun-Drenched Hamilton Hts Jewel   ,567187,Jane,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,2019-06-01,0.35,1,283,2
384,115678,Your Stunning Vacation Apartment!,127772,Will,Manhattan,Harlem,40.818220000000004,-73.94095,Entire home/apt,99,1,320,2019-06-23,3.23,1,220,2
385,115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,40.764340000000004,-73.92132,Entire home/apt,110,4,30,2019-06-16,0.32,1,363,3
386,116940,ROOM WITH A  KITCHENETTE,209460,Marylyn,Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,2019-06-24,2.27,4,315,2
387,117425,"Conveniently Located, Sunny Brooklyn Heights!",593115,LuLu,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,2018-05-26,0.96,1,281,3
388,118061,Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,2019-06-28,0.75,1,283,3
389,118430,Heart of Meatpacking & Chelsea,585458,Paul,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,2019-01-03,0.36,1,20,4
391,120362,Williamsburg apartment right by the subway,138069,Itamar,Brooklyn,Williamsburg,40.70665,-73.94060999999999,Entire home/apt,190,4,50,2019-07-02,0.51,1,331,3
392,121687,Spacious Brooklyn Loft - 2 Bedroom,262812,Vikram,Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,2019-06-23,0.31,1,36,4
393,121861,"Park Slope Apt:, Spacious 2 bedroom",611716,Elizabeth,Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,2016-05-02,0.23,2,7,3
394,123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,40.804809999999996,-73.94794,Entire home/apt,110,2,142,2019-06-16,1.44,2,301,3
395,125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,Manhattan,East Village,40.72533,-73.99143000000001,Entire home/apt,395,2,70,2019-07-01,0.73,1,170,5
396,125163,Authentic New York City Living ,622855,Rodney,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,2019-06-03,0.54,2,307,2
397,125594,SUPER BIG AND COZY PRIVATE BEDROOM,308652,Antonín,Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,2019-05-19,0.94,2,365,1
398,126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,Seith,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,2019-07-07,4.1,3,201,3
399,126816,Gorgeous Upper West Side Apartment,620288,Eric,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,2014-11-06,0.03,1,0,2
400,127387,"Luxe, Spacious 2BR 2BA Nr Trains",23276,Katharine,Brooklyn,Gowanus,40.668620000000004,-73.9926,Entire home/apt,260,30,3,2014-08-04,0.03,1,316,4
401,128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,2019-06-13,1.18,5,271,3
402,131154,Cozy and Bright One Bedroom in BK,275563,Lauren,Brooklyn,Greenpoint,40.72473,-73.95199000000001,Entire home/apt,165,2,175,2019-07-07,1.79,1,139,3
403,132516,Forest Hills Apt minutes to midtown Manhattan,85330,Jean,Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,2019-07-01,1.21,3,209,2
404,132570,Spacious West Village 1 b/room King,651390,Catherine,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,2017-12-26,0.25,1,0,3
405,132695,Perfect Williamsburg Summer Haven,507186,Holly,Brooklyn,Williamsburg,40.711090000000006,-73.94332,Entire home/apt,125,2,15,2016-06-06,0.15,1,0,3
406,133025,Midtown cozy convenient,653405,Tracy,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,2019-06-06,1.07,1,193,3
407,134934,Prime Williamsburg Apartment,652842,Giovanni,Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,2019-05-30,0.38,1,52,4
408,135393,"Private, spacious room in Brooklyn",663764,Karen,Brooklyn,East Flatbush,40.650999999999996,-73.94886,Private room,50,2,263,2019-06-24,2.69,2,136,2
409,135465,Garden apartment close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,2019-06-20,0.91,2,286,3
410,135706,The Ground Studio - West Side,665013,Jeff,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,2017-01-01,0.1,1,0,3
411,136493,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,663384,Irena,Brooklyn,Park Slope,40.676320000000004,-73.97616,Entire home/apt,250,7,18,2019-05-27,0.21,1,18,4
412,138216,Sunny and Spacious Designer's Home,674970,Michael,Brooklyn,Greenpoint,40.722120000000004,-73.94254000000001,Entire home/apt,141,5,8,2018-07-08,0.21,1,9,3
413,139624,"Spacious,Sunny, private one bedroom",680818,Jessica,Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,2019-01-31,0.73,1,3,2
414,140133,Truly Amazing Oasis In The City,622866,Daniel,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,2019-07-05,1.55,1,277,4
415,140425,Holiday Time in NY - Oh My!!,683975,Ivy,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,2017-05-25,1.18,1,0,2
416,140973,"East Village, King-Sized, Charmer",686147,Dave,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,2019-05-26,0.71,1,233,3
417,141154,Affordable Furnished Apartment,686768,Mark,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2019-06-22,2.41,1,221,3
418,141335,Architect's Brownstone,687361,Orna,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,2018-01-13,0.41,1,355,5
419,141890,LUXURY SOHO 2 Bedroom Apt ,689661,Allison,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,2013-10-01,0.21,1,0,5
420,141984,Charming Nolita Apartment!!,630453,Vanessa,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,2019-06-10,0.69,1,277,3
421,142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,Manhattan,East Village,40.72485,-73.97813000000001,Entire home/apt,150,4,22,2014-11-10,0.23,1,0,3
422,144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,2019-05-18,0.17,1,343,4
423,144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,Jonathan,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,2016-01-05,0.58,1,0,2
424,145064,The Heart of Prime Williamsburg,404424,Oliver,Brooklyn,Williamsburg,40.719429999999996,-73.9565,Entire home/apt,145,7,8,2014-06-06,0.08,1,0,3
426,145994,Cozy 2 Bedroom with Private Garden,706418,Carolyn,Manhattan,Upper West Side,40.792640000000006,-73.97294000000001,Entire home/apt,95,5,2,2018-07-06,0.08,1,0,2
427,146754,Three-bedroom house in a quiet neighborhood,709434,Meighan,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,2019-04-27,0.72,1,188,4
428,147586,Beautiful Duplex w/Private Garden,709334,Julie,Manhattan,Harlem,40.80474,-73.94688000000001,Entire home/apt,295,2,74,2019-06-16,0.76,2,264,4
429,148201,NYC - Sunny Greenwich Village 1br,715807,John,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,2013-05-31,0.19,1,0,3
430,148259,Garage Designer Loft,716064,Mihalis,Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,2019-05-11,0.86,1,331,5
431,148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2019-06-29,2.18,1,236,3
433,149777,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,716306,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,2019-06-23,2.49,1,309,2
434,150804,Lower East Side 2 Bed Apt.,726333,Peter,Manhattan,Lower East Side,40.720079999999996,-73.98404000000001,Entire home/apt,250,4,19,2019-07-06,0.2,1,0,4
435,151199,Astoria-Private Home NYC-,722320,Gladys & Bob,Queens,Astoria,40.75725,-73.91098000000001,Entire home/apt,129,1,414,2019-07-03,4.34,1,245,3
436,151478,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,M,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,2018-12-11,0.09,4,0,2
438,152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,Ewelina,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,2019-02-12,0.3,1,359,2
439,152259,City Room - Semi Private Bedroom,256161,Wayne,Manhattan,Harlem,40.81156,-73.94570999999999,Private room,55,3,119,2019-05-28,1.22,5,333,2
440,152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.804970000000004,-73.95016,Entire home/apt,300,2,203,2019-07-06,2.14,3,258,5
441,152520,Female Only Clean15min to Manhattan,733894,Lucy,Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,2018-11-16,0.55,3,236,1
442,153405,Greenpoint Spacious Loft,737585,Pat,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,2019-06-16,1.09,1,22,3
443,153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,2019-06-28,1.8,1,236,3
444,154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,40.824259999999995,-73.9463,Private room,75,3,38,2018-05-08,0.42,3,365,2
445,155296,Incredible Prime Williamsburg Loft!,656841,Meredith,Brooklyn,Williamsburg,40.71624,-73.96271999999999,Entire home/apt,255,45,39,2019-05-02,0.5,1,89,4
446,157673,Large  Loft Style  Studio  Space,757166,Tokunbo,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,2019-06-16,0.91,1,164,2
447,158061,Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.686690000000006,-73.91989000000001,Private room,165,1,27,2017-10-08,0.28,4,311,3
448,158176,Entire Apt in Heart of Williamsburg,573065,Laura,Brooklyn,Williamsburg,40.715340000000005,-73.95914,Entire home/apt,165,5,117,2019-06-29,1.28,1,23,3
449,158290,Clinton Hill + Free Coffee = #smile,759583,Pepe,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,2019-05-20,0.44,2,365,2
450,158913,"Nice, cozy, neat apt Greenpoint,BK",762563,Lennny & Megan,Brooklyn,Greenpoint,40.72489,-73.95494000000001,Entire home/apt,130,5,4,2015-03-13,0.05,1,0,3
451,158955,PRIVATE and SUNNY Williamsburg Apt!,465589,Amia,Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,2019-06-29,4.0,1,222,3
452,159749,Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.679629999999996,-73.93908,Private room,88,1,64,2019-07-01,0.68,3,238,2
453,159815,Red Room for two in Brownstone for $1355/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,2019-06-24,0.41,3,218,2
454,159913,"Chelsea living, 2BR best location",759883,Kaye,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,2019-07-03,1.79,1,0,3
455,160609,LOCATION LOCATION LOCATION UWS 60's,769247,Ligia,Manhattan,Upper West Side,40.77724,-73.98109000000001,Entire home/apt,200,3,10,2019-01-01,0.12,1,0,4
456,160994,In the heart of East Village,770831,James,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,2019-06-24,1.08,1,235,4
457,161366,Sunny 15min to Manhattan LADY only,733894,Lucy,Queens,Sunnyside,40.74102,-73.91681,Private room,42,40,41,2019-06-01,0.43,3,246,1
458,161394,Surfer room 15mins to downtown NYC!,772300,Alain,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,2014-08-31,0.03,1,0,2
459,161996,Manhattan Penthouse-Max.12 guests,1856604,"Robert ""Bob""",Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2019-06-26,2.33,1,247,4
460,162493,Prime Williamsburg 3 BR with Deck,776490,Andres,Brooklyn,Williamsburg,40.713229999999996,-73.95745,Entire home/apt,450,5,37,2018-12-27,0.79,1,15,5
461,162508,Beautiful Brooklyn Oasis ,776645,Placid,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,2019-06-28,0.35,1,119,3
462,163627,Blue Room in Awesome Artist's Apartment!,242506,Jsun,Brooklyn,Williamsburg,40.710229999999996,-73.96665,Private room,89,3,205,2017-12-31,2.31,3,0,2
463,163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,2019-06-03,0.44,2,234,3
464,163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Seith,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2019-07-05,2.92,3,257,2
465,163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,2019-06-08,0.89,3,350,1
466,164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,Jade,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,2019-06-16,0.56,1,221,3
467,165080,Amazing Brownstone in Best Brooklyn,787273,Smadar,Brooklyn,Carroll Gardens,40.6809,-73.99233000000001,Entire home/apt,500,7,7,2018-08-29,0.07,1,0,5
468,165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,2019-01-01,0.59,2,201,2
469,165824,Lady only Curtain-divided room,733894,Lucy,Queens,Sunnyside,40.74,-73.91901,Private room,33,44,31,2019-05-01,0.32,3,161,1
470,166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,Manhattan,Upper West Side,40.800059999999995,-73.96049000000001,Entire home/apt,250,31,188,2018-08-23,1.94,1,259,4
471,166172,LG Private Room/Family Friendly,792159,Wanda,Brooklyn,Bushwick,40.70283,-73.92130999999999,Private room,60,3,480,2019-07-07,6.7,1,0,2
472,166541,Spacious Quiet rm - 20mins to Midtown,793620,Yvette,Manhattan,Washington Heights,40.84468,-73.94303000000001,Private room,75,2,34,2019-06-15,0.35,1,222,2
473,166983,"3 BR, Beautiful Brooklyn Duplex",795640,Jilly,Brooklyn,Carroll Gardens,40.682520000000004,-73.99619,Entire home/apt,350,5,6,2015-08-08,0.06,1,0,5
474,167013,Spacious modern studio apartment in Manhattan,306605,Daniel,Manhattan,Chelsea,40.74342,-73.99483000000001,Entire home/apt,205,9,3,2018-05-13,0.04,2,76,4
475,167017,Gorgeous Duplex + Garden,795889,Adam,Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,219,5,2,2014-08-31,0.03,1,0,4
476,167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,Brooklyn,Park Slope,40.6788,-73.97643000000001,Private room,60,1,20,2018-08-24,0.21,6,258,2
477,167482,Charming upper west side apartment,789257,Barbara,Manhattan,Upper West Side,40.778859999999995,-73.98042,Entire home/apt,185,2,129,2019-06-07,1.33,1,14,3
478,168084,Light-filled East Village Delight,800982,Chris,Manhattan,East Village,40.72578,-73.97879,Entire home/apt,190,3,147,2019-06-30,1.6,1,27,3
479,168123,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,Sara,Brooklyn,South Slope,40.66085,-73.98536999999999,Entire home/apt,105,28,101,2019-07-01,1.06,1,167,3
480,168546,Spacious Duplex in Brownstone!,803086,Benton,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,250,2,11,2016-01-02,0.12,2,68,4
481,168810,Lovely Vintage Haven—Heart of UWS,747698,Linda & Chris,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,2013-10-15,0.12,1,358,3
482,169002,Modern Space in Charming Pre-war,805344,Alec,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,2019-06-16,0.43,2,59,2
483,169152,Warehouse Loft with Garden view,806112,Julia,Brooklyn,Bedford-Stuyvesant,40.681309999999996,-73.95331999999999,Entire home/apt,75,2,87,2017-04-18,1.09,1,0,2
484,169306, Affordable & Cozy ,806214,Vanessa,Bronx,University Heights,40.858109999999996,-73.90675,Private room,37,4,117,2019-05-21,1.21,1,232,1
485,169464,Creative Vintage Loft in S. Williamsburg,806774,Ali & SweetPea,Brooklyn,Williamsburg,40.70667,-73.96524000000001,Entire home/apt,85,2,86,2019-05-16,0.89,2,15,2
487,170420,The Happy home!,812814,Lena,Manhattan,East Harlem,40.7932,-73.94006999999999,Entire home/apt,79,2,15,2016-02-15,0.16,1,0,2
488,170761,"Fort Greene, Brooklyn: Front Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68768,-73.97610999999999,Private room,85,2,35,2019-07-02,0.55,2,161,2
489,171776,Gorgeous 1 bdrm in huge duplex!,803086,Benton,Manhattan,Harlem,40.802240000000005,-73.94558,Private room,170,2,17,2015-10-01,0.18,2,88,3
